89.83,96.18,errs, analogies, stationary, racquet, stargazer, imbeciles, slighting
100.86,99.97,invoked, debut, cols, reimbursed, urbanising, wireless, showier
100.53,99.96,datum, debut, cols, reimbursed, urbanising, wireless, padres
101.7,99.98,results, debut, cols, reimbursed, urbanising, wireless, neophytes
101.0,99.97,superscript, debut, cols, reimbursed, urbanising, wireless, assisting
100.69,99.97,superscript, debut, cols, dealership, urbanising, wireless, congeals
100.48,99.96,morphological, debut, cols, dealership, urbanising, wireless, coating
100.53,99.96,annotations, debut, cols, dealership, urbanising, wireless, snatched
100.36,99.96,annotations, debut, cols, episcopal, urbanising, wireless, belayed
100.37,99.96,annotations, debut, parishioner, aptness, urbanising, wireless, belayed
100.74,99.97,annotations, debut, parishioner, serfdom, urbanising, wireless, topples
101.08,99.97,annotations, debut, parishioner, malachite, urbanising, wireless, appear
101.03,99.97,potsherds, debut, parishioner, malachite, urbanising, wireless, amplifier
100.57,99.96,potsherds, debut, parishioner, roulette, urbanising, wireless, chomps
101.33,99.98,allergen, debut, parishioner, roulette, urbanising, wireless, muddled
100.37,99.96,allergen, debut, parishioner, negligent, urbanising, wireless, painters
100.11,99.95,allergen, debut, parishioner, oddness, urbanising, wireless, bushing
100.2,99.96,allergen, debut, parishioner, comma, urbanising, wireless, excruciatingly
100.05,99.95,allergen, debut, parishioner, hearers, urbanising, wireless, glazing
100.68,99.97,allergen, debut, parishioner, oboes, urbanising, wireless, wreaks
101.1,99.97,allergen, debut, parishioner, oboes, voted, wireless, ebony
100.87,99.97,allergen, debut, parishioner, oboes, shoddiest, wireless, lire
100.74,99.97,allergen, debut, parishioner, moderated, shoddiest, wireless, sophisticates
102.0,99.98,allergen, debut, factorising, moderated, shoddiest, wireless, die
101.44,99.98,overtime, debut, factorising, moderated, shoddiest, microns, die
102.01,99.98,layouts, debut, factorising, moderated, shoddiest, microns, actions
102.3,99.99,layouts, debut, vertebra, moderated, shoddiest, microns, golfing
102.34,99.99,layouts, debut, exemption, moderated, shoddiest, microns, laze
83.26,78.45,denoting, profit, veracity, estate, help, web, range, lead, kiss, rope
90.76,97.19,denoting, sorbet, veracity, estate, help, worksheets, range, lead, kiss, rope
92.28,98.37,denoting, sorbet, veracity, estate, parasol, uplifted, range, lead, kiss, rope
95.39,99.54,flypast, sorbet, veracity, estate, parasol, millennia, range, lead, kiss, rope
98.6,99.9,flypast, sorbet, veracity, estate, soaped, indefeasible, range, lead, kiss, rope
97.78,99.85,flypast, sorbet, veracity, estate, soaped, indefeasible, annually, grinning, kiss, rope
97.88,99.85,flypast, sorbet, veracity, estate, hundredweights, indefeasible, annually, mindset, kiss, rope
98.8,99.91,flypast, sorbet, simplifies, estate, hundredweights, indefeasible, annually, hesitantly, kiss, rope
97.19,99.8,flypast, bunion, simplifies, estate, hundredweights, indefeasible, annually, piping, kiss, rope
98.42,99.89,flypast, bunion, silkiest, estate, hundredweights, indefeasible, annually, correctly, kiss, rope
97.87,99.85,flypast, bunion, silkiest, estate, reassigned, indefeasible, shoe, correctly, kiss, rope
96.26,99.69,flypast, gradually, silkiest, estate, reassigned, indefeasible, camel, correctly, kiss, rope
96.22,99.68,flypast, furnishings, silkiest, estate, reassigned, indefeasible, camel, tactical, kiss, rope
98.35,99.88,flypast, adjusts, silkiest, estate, reassigned, indefeasible, camel, hazelnut, kiss, rope
97.48,99.82,flypast, adjusts, silkiest, estate, reassigned, indefeasible, legalisation, underestimating, kiss, rope
98.9,99.91,flypast, adjusts, silkiest, estate, reassigned, indefeasible, odium, plant, kiss, rope
98.29,99.88,flypast, adjusts, silkiest, estate, entrainment, indefeasible, odium, sweeteners, kiss, rope
99.5,99.94,flypast, adjusts, refer, estate, entrainment, indefeasible, odium, shepherdess, kiss, rope
99.32,99.93,flypast, adjusts, refer, estate, entrainment, indefeasible, antidepressants, shepherdess, ousted, rope
99.1,99.92,flypast, adjusts, obstructive, estate, entrainment, indefeasible, tridents, shepherdess, ousted, rope
98.02,99.86,flypast, adjusts, obstructive, estate, entrainment, indefeasible, tridents, creamer, stirred, rope
97.73,99.84,flypast, adjusts, obstructive, estate, entrainment, indefeasible, tridents, psychopaths, intoned, rope
97.23,99.8,flypast, adjusts, obstructive, estate, entrainment, indefeasible, tridents, interference, garbs, rope
97.39,99.82,flypast, adjusts, obstructive, estate, entrainment, indefeasible, tridents, freeman, overlap, rope
96.12,99.67,flypast, adjusts, locus, estate, entrainment, indefeasible, tridents, freeman, erogenous, rope
98.39,99.89,flypast, adjusts, provoking, estate, entrainment, indefeasible, tridents, freeman, osteopaths, rope
99.73,99.94,flypast, adjusts, provoking, estate, entrainment, indefeasible, tridents, scriptwriters, query, rope
100.84,99.97,flypast, adjusts, lionesses, estate, entrainment, indefeasible, tridents, pharmacology, query, rope
99.38,99.93,flypast, adjusts, loathed, estate, entrainment, indefeasible, decathlon, pharmacology, query, rope
98.14,99.87,flypast, adjusts, loathed, estate, entrainment, indefeasible, tokens, circumnavigation, query, rope
98.68,99.9,flypast, adjusts, loathed, estate, entrainment, indefeasible, medulla, circumnavigation, also, rope
98.5,99.89,flypast, adjusts, loathed, estate, entrainment, indefeasible, medulla, naiad, chihuahua, rope
99.0,99.92,flypast, adjusts, homosexuality, estate, entrainment, indefeasible, medulla, trier, chihuahua, rope
99.07,99.92,flypast, adjusts, homosexuality, estate, entrainment, indefeasible, medulla, truces, notices, rope
100.0,99.95,flypast, adjusts, submit, estate, entrainment, indefeasible, medulla, truces, knoll, rope
97.26,99.8,flypast, adjusts, submit, lilacs, entrainment, indefeasible, medulla, truces, exigency, rope
99.16,99.92,flypast, adjusts, submit, lilacs, entrainment, indefeasible, medulla, demonology, scrubber, rope
99.1,99.92,flypast, adjusts, submit, lilacs, entrainment, indefeasible, hakea, demonology, false, rope
99.88,99.95,flypast, adjusts, submit, lilacs, entrainment, indefeasible, hakea, demonology, rod, outwitted
98.64,99.9,flypast, adjusts, submit, lilacs, entrainment, indefeasible, hakea, collided, administer, outwitted
98.78,99.91,flypast, adjusts, submit, lilacs, entrainment, indefeasible, hakea, bale, wishful, outwitted
98.85,99.91,flypast, adjusts, submit, lilacs, entrainment, indefeasible, hakea, primes, classed, outwitted
99.34,99.93,flypast, adjusts, submit, lilacs, entrainment, indefeasible, hakea, mechanic, tortoises, outwitted
98.84,99.91,flypast, adjusts, submit, lilacs, entrainment, indefeasible, hakea, mechanic, gelatinous, organises
98.09,99.87,flypast, vineyard, submit, lilacs, entrainment, indefeasible, hakea, mechanic, gelatinous, functions
97.98,99.86,flypast, bludgeons, submit, lilacs, entrainment, indefeasible, hakea, unconvinced, gelatinous, functions
98.71,99.9,flypast, strings, submit, lilacs, entrainment, indefeasible, hakea, unconvinced, shoddiest, functions
98.96,99.91,flypast, rosier, submit, lilacs, entrainment, indefeasible, hakea, hydrophobia, shoddiest, functions
98.58,99.9,flypast, row, submit, lilacs, entrainment, indefeasible, hakea, hydrophobia, duchesses, functions
99.18,99.92,flypast, prepares, submit, lilacs, entrainment, indefeasible, hakea, hydrophobia, quote, functions
98.32,99.88,flypast, rapine, shortcomings, lilacs, entrainment, indefeasible, hakea, hydrophobia, quote, functions
97.76,99.84,flypast, taxman, bureaucrat, lilacs, entrainment, indefeasible, hakea, hydrophobia, quote, functions
97.13,99.79,flypast, avarice, defaulting, lilacs, entrainment, indefeasible, hakea, hydrophobia, quote, functions
97.95,99.86,flypast, prerogative, waterwheel, lilacs, entrainment, indefeasible, hakea, hydrophobia, quote, functions
99.18,99.92,flypast, domes, alienates, lilacs, entrainment, indefeasible, hakea, hydrophobia, quote, functions
100.06,99.95,rallied, squareness, alienates, lilacs, entrainment, indefeasible, hakea, hydrophobia, quote, functions
98.95,99.91,rallied, enter, collages, lilacs, entrainment, indefeasible, hakea, hydrophobia, quote, functions
98.88,99.91,rallied, destroying, skateboard, lilacs, entrainment, indefeasible, hakea, hydrophobia, quote, functions
98.96,99.91,rallied, reminiscently, shelling, lilacs, entrainment, indefeasible, hakea, hydrophobia, quote, functions
100.31,99.96,rallied, shortfall, spacesuits, lilacs, entrainment, indefeasible, hakea, hydrophobia, quote, functions
100.0,99.95,rematch, pulsations, spacesuits, lilacs, entrainment, indefeasible, hakea, hydrophobia, quote, functions
99.66,99.94,rematch, cowshed, waveform, lilacs, entrainment, indefeasible, hakea, hydrophobia, quote, functions
100.1,99.95,rematch, scenic, washable, lilacs, entrainment, indefeasible, hakea, hydrophobia, quote, functions
100.14,99.95,rematch, exhibitions, recessional, lilacs, entrainment, indefeasible, hakea, hydrophobia, quote, functions
101.65,99.98,rematch, affiliated, kiloton, lilacs, entrainment, indefeasible, hakea, hydrophobia, quote, functions
77.45,46.73,lectern, profit, possible, estate, help, web, range, lead, kiss, rope
88.46,94.14,lectern, profit, consanguinity, estate, help, web, range, lead, kiss, rope
94.9,99.43,lectern, profit, consanguinity, estate, help, crunchiest, range, lead, kiss, rope
95.23,99.5,lectern, mortgaged, consanguinity, estate, help, crunchiest, range, lead, kiss, rope
97.19,99.8,lectern, tumbled, consanguinity, estate, help, crunchiest, range, lead, kiss, rope
98.14,99.87,lectern, tumbled, consanguinity, incorruptible, help, crunchiest, range, lead, kiss, rope
98.08,99.87,liberalised, tumbled, consanguinity, incorruptible, help, crunchiest, range, lead, kiss, rope
99.12,99.92,photographed, tumbled, consanguinity, incorruptible, help, crunchiest, range, lead, kiss, rope
98.45,99.89,photographed, oppressively, consanguinity, incorruptible, help, crunchiest, range, lead, kiss, rope
98.97,99.92,photographed, insubordination, consanguinity, incorruptible, help, crunchiest, range, lead, kiss, rope
99.66,99.94,photographed, douching, consanguinity, incorruptible, help, crunchiest, range, lead, kiss, rope
99.36,99.93,photographed, douching, huckleberry, incorruptible, help, crunchiest, range, lead, kiss, rope
97.98,99.86,photographed, douching, spoken, incorruptible, help, crunchiest, range, lead, kiss, rope
100.04,99.95,photographed, douching, pacey, incorruptible, help, crunchiest, range, lead, kiss, rope
99.33,99.93,photographed, douching, neptunium, incorruptible, help, crunchiest, range, lead, kiss, rope
99.88,99.95,photographed, douching, foxhounds, incorruptible, help, crunchiest, range, lead, kiss, rope
100.35,99.96,photographed, douching, halts, incorruptible, help, crunchiest, range, lead, kiss, rope
99.92,99.95,photographed, douching, halts, incorruptible, workstation, crunchiest, range, lead, kiss, rope
99.18,99.92,photographed, douching, halts, incorruptible, according, crunchiest, range, lead, kiss, rope
99.37,99.93,photographed, douching, halts, incorruptible, subroutines, crunchiest, range, lead, kiss, rope
99.2,99.92,photographed, douching, halts, incorruptible, deafanddumb, crunchiest, range, lead, kiss, rope
99.29,99.93,photographed, douching, halts, incorruptible, deafanddumb, crunchiest, range, collocation, kiss, rope
98.89,99.91,photographed, douching, halts, incorruptible, deafanddumb, crunchiest, range, cytoplasm, kiss, rope
98.17,99.87,photographed, douching, halts, incorruptible, deafanddumb, crunchiest, range, repentant, kiss, rope
99.49,99.94,photographed, douching, halts, incorruptible, deafanddumb, crunchiest, range, cooperatives, kiss, rope
99.97,99.95,photographed, douching, halts, incorruptible, deafanddumb, crunchiest, range, legislation, kiss, rope
98.5,99.89,photographed, douching, halts, incorruptible, deafanddumb, crunchiest, range, frantically, kiss, rope
98.32,99.88,photographed, douching, halts, incorruptible, deafanddumb, crunchiest, range, mythological, kiss, rope
99.53,99.94,photographed, douching, halts, incorruptible, deafanddumb, crunchiest, range, dogtag, kiss, rope
98.67,99.9,photographed, douching, halts, incorruptible, deafanddumb, crunchiest, range, dogtag, rejoice, rope
99.94,99.95,photographed, douching, halts, incorruptible, deafanddumb, crunchiest, range, dogtag, cubans, rope
99.0,99.92,photographed, douching, halts, incorruptible, deafanddumb, crunchiest, range, dogtag, cubans, pardoned
98.31,99.88,photographed, douching, halts, incorruptible, deafanddumb, crunchiest, range, dogtag, cubans, maximising
98.28,99.88,photographed, douching, halts, incorruptible, deafanddumb, crunchiest, range, dogtag, cubans, seedier
99.18,99.92,photographed, douching, halts, incorruptible, deafanddumb, crunchiest, range, dogtag, cubans, misdiagnosis
98.31,99.88,photographed, douching, halts, incorruptible, deafanddumb, crunchiest, range, dogtag, cubans, despises
99.11,99.92,photographed, douching, halts, incorruptible, deafanddumb, crunchiest, range, dogtag, cubans, swift
98.6,99.9,photographed, douching, halts, incorruptible, deafanddumb, crunchiest, range, dogtag, cubans, oneness
98.76,99.91,photographed, douching, halts, incorruptible, deafanddumb, crunchiest, range, dogtag, cubans, pipework
99.06,99.92,photographed, douching, halts, incorruptible, deafanddumb, crunchiest, range, dogtag, cubans, vespers
99.96,99.95,photographed, douching, halts, incorruptible, deafanddumb, crunchiest, range, dogtag, cubans, separators
